missed_payments,transaction_dayofweek,age,monthly_income,purchase_amount,repayment_delay_days,debt_to_income_ratio,employment_type_Salaried,employment_type_Self-Employed,employment_type_Student,employment_type_Unemployed,product_category_Beauty,product_category_Electronics,product_category_Fashion,product_category_Home,product_category_Sports,default_flag
5,2,57,9468.86,3119.58,16,0.3294567667068686,0,0,0,1,0,0,1,0,0,1
1,1,53,85203.08,5000.0,6,0.0586833245934301,0,1,0,0,1,0,0,0,0,0
1,2,44,5000.0,1527.12,5,0.305424,0,0,0,1,0,1,0,0,0,0
1,5,47,56769.29,5000.0,11,0.0880757888640143,0,1,0,0,0,1,0,0,0,0
0,1,54,34131.59,4246.77,3,0.1244234446739809,0,1,0,0,0,0,1,0,0,1
1,2,26,73623.27,5000.0,16,0.067913310560642,0,1,0,0,0,1,0,0,0,0
0,3,42,41742.29,5000.0,1,0.1197825993734411,0,1,0,0,1,0,0,0,0,0
2,6,20,11657.64,1977.33,5,0.1696166634070017,0,0,1,0,0,1,0,0,0,0
0,5,34,42896.86,5000.0,2,0.1165586478823857,1,0,0,0,1,0,0,0,0,1
0,4,45,16047.55,5000.0,2,0.3115740408972086,0,0,1,0,0,0,0,0,1,1
0,4,50,90764.9,5000.0,1,0.0550873740840346,1,0,0,0,0,0,0,1,0,0
1,4,51,45387.59,5000.0,23,0.1101622712287654,0,1,0,0,0,0,0,1,0,0
2,2,36,52559.3,1196.16,24,0.0227582939651022,0,1,0,0,0,0,0,0,1,1
0,3,20,25704.15,2030.69,0,0.079002417897499,0,1,0,0,1,0,0,0,0,0
2,3,23,5000.0,1623.3,11,0.32466,0,0,0,1,0,0,0,1,0,0
2,3,49,16435.46,5000.0,19,0.3042202652070584,0,0,0,1,0,0,0,1,0,1
0,2,56,73354.24,5000.0,3,0.0681623857053116,1,0,0,0,0,1,0,0,0,0
1,3,47,13593.98,5000.0,8,0.3678098687801512,0,0,0,1,0,1,0,0,0,0
1,2,20,14160.78,697.14,10,0.0492303390067496,0,0,0,1,0,1,0,0,0,1
1,0,40,52619.07,4371.09,8,0.0830704533546488,1,0,0,0,1,0,0,0,0,0
1,4,54,45690.14,5000.0,9,0.109432801037598,0,1,0,0,0,0,1,0,0,1
3,5,40,10861.86,5000.0,18,0.4603263161189704,0,0,0,1,1,0,0,0,0,1
0,6,22,20097.43,5000.0,4,0.2487880291161606,0,1,0,0,1,0,0,0,0,0
1,6,36,27187.31,5000.0,2,0.1839093312284297,0,1,0,0,0,0,0,0,1,0
4,4,52,76882.91,3605.54,11,0.046896507949556,1,0,0,0,0,1,0,0,0,1
0,1,31,22471.67,3032.37,1,0.1349419068542747,0,0,1,0,0,0,0,0,1,0
0,1,56,66135.35,5000.0,3,0.0756025332896854,0,1,0,0,0,0,0,0,1,0
0,3,55,12749.63,2915.56,4,0.2286780086951543,0,0,0,1,0,1,0,0,0,0
1,1,25,5000.0,1406.68,7,0.281336,0,0,0,1,0,0,0,1,0,0
1,1,27,6484.39,1160.03,15,0.1788957789398848,0,0,0,1,0,0,0,0,1,0
1,6,49,17904.93,5000.0,11,0.2792526974414309,0,0,0,1,0,0,1,0,0,0
0,3,45,84583.81,5000.0,0,0.059112967363376,0,1,0,0,0,0,1,0,0,0
0,2,35,10045.14,344.97,0,0.0343419803009216,0,0,0,1,0,0,0,0,1,1
1,4,56,19407.31,5000.0,11,0.2576348808773601,0,0,1,0,1,0,0,0,0,0
1,6,38,36186.48,5000.0,17,0.1381731519617271,1,0,0,0,0,0,1,0,0,0
0,3,23,6177.02,2364.08,4,0.3827217655115249,0,0,1,0,0,0,1,0,0,0
2,5,24,10117.54,891.42,19,0.0881063974049027,0,0,1,0,0,0,1,0,0,0
1,5,41,81794.3,5000.0,10,0.0611289539735653,1,0,0,0,0,1,0,0,0,0
1,2,28,75508.19,5000.0,13,0.0662179824466723,0,1,0,0,0,0,0,1,0,0
3,0,29,40164.87,5000.0,13,0.124486896135852,0,1,0,0,0,1,0,0,0,1
0,1,54,90910.89,5000.0,1,0.05499891157154,0,1,0,0,0,0,0,1,0,0
2,5,33,60229.89,5000.0,11,0.0830152603632515,1,0,0,0,0,0,0,1,0,1
0,1,20,30287.56,5000.0,0,0.1650842788260262,1,0,0,0,0,0,1,0,0,0
0,0,45,64477.12,5000.0,0,0.0775468879503302,0,1,0,0,0,0,1,0,0,0
0,6,54,12278.5,3021.08,4,0.2460463411654518,0,0,0,1,0,0,0,0,1,0
3,3,23,52112.52,5000.0,13,0.0959462332660174,0,1,0,0,0,0,0,0,1,1
1,5,58,5000.0,504.0,17,0.1008,0,0,1,0,0,0,1,0,0,0
2,0,42,16183.15,1853.93,15,0.1145592792503313,0,0,1,0,0,1,0,0,0,1
2,6,52,18882.71,5000.0,19,0.2647925006527135,0,0,0,1,0,0,1,0,0,1
2,0,39,12924.59,3135.05,8,0.242564754471902,0,0,1,0,1,0,0,0,0,1
4,1,28,38651.93,100.0,26,0.0025871929293052,0,1,0,0,0,1,0,0,0,1
0,3,54,49402.26,5000.0,3,0.101209944646257,0,1,0,0,0,0,1,0,0,0
0,0,26,14389.1,5000.0,0,0.3474852492511693,0,0,1,0,0,0,0,1,0,0
1,4,48,61498.84,5000.0,15,0.0813023465158042,1,0,0,0,0,0,1,0,0,0
0,0,35,13124.44,2517.61,0,0.1918260893417167,0,0,1,0,0,0,0,0,1,0
2,6,19,17666.79,5000.0,12,0.2830168921462246,0,0,1,0,0,1,0,0,0,0
2,5,45,53019.64,5000.0,12,0.0943046765311873,1,0,0,0,0,0,0,0,1,1
0,1,23,36622.18,5000.0,4,0.1365292836199265,1,0,0,0,0,0,0,1,0,0
2,1,32,9386.5,4656.87,15,0.4961242209556277,0,0,0,1,0,0,0,0,1,0
0,4,18,12207.02,2406.41,2,0.197133288878039,0,0,1,0,0,1,0,0,0,0
1,5,50,83799.22,5000.0,19,0.0596664264894112,1,0,0,0,1,0,0,0,0,1
3,0,45,92443.1,5000.0,13,0.0540873250680688,0,1,0,0,0,1,0,0,0,1
2,6,56,81094.23,5000.0,11,0.0616566678048487,1,0,0,0,0,1,0,0,0,0
1,1,23,31032.93,5000.0,14,0.1611191724403722,0,1,0,0,0,0,1,0,0,1
2,4,24,30946.92,5000.0,20,0.161566966922718,0,1,0,0,0,1,0,0,0,0
1,0,54,124038.48,5000.0,12,0.0403100715197412,0,1,0,0,1,0,0,0,0,0
1,3,32,14964.63,4700.56,15,0.3141113412092381,0,0,1,0,0,0,0,0,1,0
0,5,24,65516.15,5000.0,0,0.0763170607552489,0,1,0,0,1,0,0,0,0,0
0,1,47,83281.3,5000.0,0,0.060037487407137,0,1,0,0,0,1,0,0,0,0
0,5,37,46048.12,4084.67,1,0.0887043814166571,1,0,0,0,0,1,0,0,0,0
2,3,54,62401.55,5000.0,9,0.0801262148135743,0,1,0,0,0,0,0,1,0,0
0,0,56,84310.32,3600.0,3,0.0426993990771236,0,1,0,0,0,0,0,0,1,0
1,6,42,7928.97,1570.14,14,0.1980257208691671,0,0,0,1,0,0,1,0,0,0
2,0,54,16910.55,5000.0,17,0.2956734109771711,0,0,1,0,0,1,0,0,0,1
1,5,44,66522.71,5000.0,16,0.0751623017162109,1,0,0,0,0,0,1,0,0,1
1,1,45,18328.62,5000.0,11,0.2727974064604973,0,0,1,0,1,0,0,0,0,0
0,0,49,72177.6,5000.0,1,0.069273569639334,0,1,0,0,1,0,0,0,0,0
2,3,52,7301.92,1720.49,9,0.2356215899379889,0,0,0,1,0,0,0,1,0,1
0,1,24,8485.16,2778.04,1,0.3273998368917027,0,0,1,0,0,0,0,1,0,1
1,2,55,17125.82,3293.49,9,0.1923113754553066,0,0,1,0,1,0,0,0,0,1
0,3,44,65803.8,5000.0,5,0.0759834538430911,0,1,0,0,0,0,0,0,1,0
2,3,49,71630.18,5000.0,8,0.0698029796937547,1,0,0,0,1,0,0,0,0,0
0,6,27,47737.13,5000.0,0,0.1047402724043108,1,0,0,0,0,0,1,0,0,1
0,2,34,10380.48,1661.35,0,0.1600455855605906,0,0,0,1,0,0,1,0,0,0
0,0,38,9824.42,3044.31,5,0.3098717277966536,0,0,0,1,0,0,0,1,0,0
1,3,35,110105.3,5000.0,18,0.0454110746712465,0,1,0,0,0,1,0,0,0,0
1,6,19,8786.88,3064.7,17,0.3487813649440985,0,0,0,1,1,0,0,0,0,1
0,4,39,14727.13,4527.71,1,0.3074400782773018,0,0,1,0,1,0,0,0,0,0
1,5,19,37034.2,5000.0,11,0.1350103417921813,0,1,0,0,0,1,0,0,0,0
1,1,28,66719.81,5000.0,17,0.0749402613706484,0,1,0,0,0,1,0,0,0,1
0,2,19,28039.75,5000.0,0,0.1783182802985048,1,0,0,0,0,0,0,1,0,0
0,0,25,12518.93,2368.92,3,0.1892270345788338,0,0,0,1,0,1,0,0,0,1
2,4,26,14647.75,263.2,9,0.0179686299943677,0,0,0,1,1,0,0,0,0,0
2,6,26,6561.67,2677.91,2,0.4081140929062266,0,0,0,1,0,1,0,0,0,1
0,2,57,70624.94,5000.0,4,0.0707965203227075,1,0,0,0,0,1,0,0,0,0
0,5,48,15568.26,4625.52,0,0.2971122013635435,0,0,1,0,1,0,0,0,0,1
0,3,43,16331.4,5000.0,2,0.3061586881712529,0,0,0,1,0,0,0,0,1,1
0,4,44,11356.88,1926.71,1,0.1696513479054106,0,0,0,1,0,0,0,1,0,1
0,4,47,54189.22,5000.0,2,0.0922692742209612,1,0,0,0,1,0,0,0,0,0
0,1,49,52257.26,5000.0,0,0.0956804853526572,1,0,0,0,0,1,0,0,0,0
3,2,29,13556.69,636.77,17,0.0469709051398239,0,0,1,0,0,0,1,0,0,1
1,4,41,58300.94,5000.0,2,0.0857619105283722,0,1,0,0,0,0,0,1,0,0
1,4,43,25785.18,5000.0,16,0.1939098350292687,0,0,1,0,0,0,1,0,0,1
2,6,44,9947.88,2688.39,17,0.2702475301270221,1,0,0,0,0,0,0,1,0,0
0,2,42,102732.24,5000.0,2,0.0486702129730647,0,1,0,0,0,0,1,0,0,0
0,2,52,46090.68,5000.0,1,0.108481801526903,1,0,0,0,0,0,0,0,1,0
1,6,50,16340.41,4486.13,11,0.2745420708537913,0,0,0,1,1,0,0,0,0,1
1,0,32,5215.66,1850.51,8,0.3547988174075764,0,0,0,1,0,0,1,0,0,1
2,2,51,19313.87,1828.67,0,0.0946816976608002,0,0,0,1,0,0,0,0,1,0
1,1,51,13194.76,2735.63,4,0.2073269995058644,0,0,0,1,0,0,1,0,0,0
0,5,20,8948.07,3111.1,4,0.3476839139613347,0,0,0,1,0,0,0,1,0,1
1,2,20,37557.24,5000.0,9,0.1331301235128034,0,1,0,0,0,0,0,1,0,1
1,3,38,14874.27,4269.28,16,0.2870245060766007,0,0,1,0,1,0,0,0,0,0
1,0,37,5000.0,2010.31,10,0.402062,0,0,0,1,0,0,1,0,0,0
3,1,28,19444.68,3850.86,13,0.1980418294361234,0,0,1,0,0,0,0,1,0,1
2,5,38,67798.69,5000.0,18,0.0737477376037796,0,1,0,0,1,0,0,0,0,0
0,3,40,6506.66,2097.35,0,0.3223389573145054,0,0,0,1,1,0,0,0,0,0
2,6,31,18880.05,2815.63,14,0.1491325499667638,0,0,1,0,0,0,1,0,0,1
1,0,29,59449.15,5000.0,13,0.0841054918363004,1,0,0,0,1,0,0,0,0,1
2,4,18,11428.13,1304.52,13,0.1141499090402366,1,0,0,0,0,0,1,0,0,0
0,1,38,67119.68,5000.0,1,0.0744937997320607,0,1,0,0,0,1,0,0,0,0
0,0,44,8636.75,3277.63,1,0.3794980750861146,0,0,0,1,0,1,0,0,0,0
2,3,58,13488.18,1622.26,19,0.1202727128493243,0,0,1,0,0,0,0,0,1,1
1,6,46,15072.55,2303.04,14,0.1527969719788622,0,0,0,1,0,1,0,0,0,0
2,5,59,25657.11,5000.0,16,0.1948777551329826,0,0,1,0,0,0,0,1,0,1
3,6,47,82235.27,5000.0,16,0.0608011623236599,1,0,0,0,1,0,0,0,0,0
1,0,58,17129.55,5000.0,11,0.2918932488010485,0,0,0,1,0,0,1,0,0,0
2,6,26,78926.69,5000.0,13,0.0633499263683805,0,1,0,0,0,1,0,0,0,0
1,1,48,37345.16,5000.0,19,0.133886158206311,1,0,0,0,0,1,0,0,0,0
2,2,57,51322.36,5000.0,24,0.0974234232408642,0,1,0,0,1,0,0,0,0,1
1,2,18,55265.86,5000.0,7,0.09047176683761,0,1,0,0,0,1,0,0,0,0
0,1,20,6496.96,1475.8,0,0.2271523912722257,0,0,1,0,1,0,0,0,0,1
2,0,18,36490.58,5000.0,9,0.1370216642212867,0,1,0,0,1,0,0,0,0,1
1,5,58,13078.78,3172.77,9,0.2425891405773321,0,0,0,1,0,0,0,1,0,1
1,5,22,7301.18,3643.09,10,0.4989727687853196,0,0,0,1,0,0,1,0,0,1
1,6,20,11107.53,4826.44,11,0.4345196456818032,0,0,1,0,1,0,0,0,0,0
1,4,52,64830.61,5000.0,3,0.0771240622292463,1,0,0,0,0,0,0,0,1,1
0,0,57,42668.76,5000.0,1,0.1171817507703528,1,0,0,0,0,0,1,0,0,1
1,3,56,59867.27,5000.0,4,0.0835180892664723,0,1,0,0,0,0,0,1,0,0
1,5,33,13366.01,5000.0,9,0.3740832155594676,0,0,1,0,0,0,1,0,0,0
0,5,38,12154.98,4123.81,0,0.3392691719772472,0,0,0,1,0,0,1,0,0,1
2,3,22,11094.39,100.0,4,0.0090135645132359,0,0,1,0,0,0,0,1,0,1
0,4,35,68524.77,5000.0,0,0.0729663156840949,0,1,0,0,1,0,0,0,0,0
1,4,40,5000.0,349.95,15,0.06999,0,0,0,1,0,0,1,0,0,0
1,2,19,12501.59,1968.3,10,0.1574439731266183,0,0,0,1,0,0,0,1,0,0
3,4,55,8602.41,897.7,15,0.1043544774080751,0,0,0,1,0,0,0,0,1,0
0,6,51,40986.82,5000.0,5,0.1219904349739745,1,0,0,0,1,0,0,0,0,0
0,3,48,75632.06,5000.0,3,0.0661095307995048,1,0,0,0,0,0,1,0,0,0
0,1,26,8958.34,1981.65,3,0.221207277241096,0,0,0,1,1,0,0,0,0,0
0,5,33,11670.86,3925.02,1,0.3363094065047477,0,0,0,1,0,0,1,0,0,0
1,3,37,16354.08,3403.46,3,0.208110758905423,0,0,1,0,0,0,0,0,1,0
2,5,40,12197.38,100.0,9,0.0081984819690786,0,0,1,0,1,0,0,0,0,0
2,3,43,78160.42,5000.0,0,0.0639709970852255,0,1,0,0,0,0,0,1,0,0
3,4,59,12662.69,5000.0,16,0.394860807616707,0,0,0,1,0,1,0,0,0,0
1,5,43,22726.18,5000.0,6,0.2200105781085954,0,0,1,0,1,0,0,0,0,0
3,4,44,36881.35,5000.0,13,0.1355698747469927,1,0,0,0,1,0,0,0,0,1
1,3,19,30821.43,5000.0,9,0.1622247896998938,1,0,0,0,0,1,0,0,0,0
0,1,33,60331.86,5000.0,2,0.0828749519739653,1,0,0,0,0,0,1,0,0,0
0,2,38,72711.73,5000.0,0,0.0687646958750672,0,1,0,0,0,0,1,0,0,0
1,3,55,24999.18,5000.0,8,0.200006560215175,0,1,0,0,0,0,0,1,0,0
1,6,47,5000.0,1285.51,12,0.257102,0,0,0,1,0,1,0,0,0,1
0,1,50,54252.76,5000.0,1,0.0921612098628714,1,0,0,0,0,1,0,0,0,0
1,2,21,10105.92,4089.28,11,0.4046420316012792,0,0,0,1,0,0,0,0,1,0
3,3,18,6807.34,2108.88,19,0.309795015380457,0,0,0,1,0,0,0,0,1,1
0,0,31,55524.91,5000.0,2,0.0900496732007309,1,0,0,0,0,1,0,0,0,0
2,3,40,45051.38,5000.0,15,0.110984391599103,1,0,0,0,0,0,0,0,1,0
0,4,23,36538.23,5000.0,3,0.1368429724154673,1,0,0,0,1,0,0,0,0,1
0,5,50,40652.58,5000.0,1,0.1229934237876169,0,1,0,0,0,1,0,0,0,0
1,4,22,43009.11,5000.0,5,0.1162544400477015,1,0,0,0,0,0,1,0,0,0
1,6,35,18756.19,1880.34,5,0.1002517035709277,0,0,1,0,0,0,1,0,0,0
2,3,45,54327.46,5000.0,13,0.0920344886361335,1,0,0,0,0,0,1,0,0,0
1,0,49,85361.61,5000.0,11,0.0585743403855667,1,0,0,0,0,0,0,0,1,0
1,0,48,87256.99,5000.0,18,0.0573019995303528,0,1,0,0,0,0,1,0,0,0
1,2,45,24392.11,5000.0,15,0.2049843166499331,0,0,1,0,1,0,0,0,0,1
1,3,29,20067.07,4798.35,8,0.2391156257490505,0,0,1,0,1,0,0,0,0,0
1,2,45,93958.82,5000.0,17,0.053214801973886,0,1,0,0,0,1,0,0,0,0
0,0,26,76807.37,5000.0,0,0.0650979196397429,0,1,0,0,0,0,1,0,0,0
2,2,25,23293.23,5000.0,9,0.2146546442893493,0,0,1,0,0,0,0,0,1,0
1,4,22,8431.61,2954.73,6,0.3504348517068507,0,0,0,1,0,1,0,0,0,0
0,2,48,38287.04,5000.0,2,0.1305924929166632,0,1,0,0,0,0,1,0,0,0
0,3,54,16396.0,3057.3,2,0.1864662112710417,0,0,0,1,0,1,0,0,0,1
1,0,32,57640.57,5000.0,10,0.0867444579399544,0,1,0,0,1,0,0,0,0,1
1,0,59,60583.05,5000.0,21,0.0825313350846482,0,1,0,0,1,0,0,0,0,1
0,6,41,24159.34,5000.0,4,0.2069592960734854,0,0,1,0,0,0,0,0,1,0
1,6,52,81613.06,5000.0,11,0.061264704448038,0,1,0,0,0,0,1,0,0,0
1,5,41,15428.1,3032.06,13,0.196528412442232,0,0,0,1,0,0,1,0,0,1
2,2,40,17860.88,5000.0,6,0.2799414138609071,0,0,1,0,0,0,0,1,0,0
1,3,24,16410.78,1840.32,13,0.1121409220037073,0,0,1,0,1,0,0,0,0,0
1,4,26,27292.25,5000.0,6,0.1832021910982055,1,0,0,0,0,0,0,1,0,1
0,5,20,15332.58,5000.0,0,0.3261029781028372,0,0,1,0,0,1,0,0,0,0
1,1,22,13756.54,5000.0,15,0.3634634871850043,0,0,0,1,0,0,1,0,0,0
2,6,25,35367.18,5000.0,11,0.1413740083320185,1,0,0,0,0,0,0,1,0,1
1,3,31,18886.17,4508.59,11,0.2387244210975544,0,0,1,0,0,0,0,1,0,1
1,6,53,16771.47,5000.0,14,0.2981253283105178,0,0,1,0,1,0,0,0,0,0
2,5,21,43476.13,5000.0,12,0.1150056364262412,1,0,0,0,0,0,0,1,0,0
2,4,49,50097.88,5000.0,21,0.0998046224710506,0,1,0,0,0,1,0,0,0,1
1,3,28,50911.26,5000.0,12,0.0982101012624712,1,0,0,0,0,0,0,1,0,0
1,2,46,9571.78,3629.56,10,0.3791938385545844,0,0,0,1,0,0,0,1,0,0
0,1,45,89686.18,5000.0,3,0.0557499494347958,0,1,0,0,1,0,0,0,0,0
0,4,33,13048.71,1509.36,6,0.1156712042799633,0,0,0,1,0,0,0,0,1,0
1,6,36,17111.64,857.79,4,0.0501290349726852,0,0,1,0,1,0,0,0,0,1
2,6,31,6188.87,2873.75,22,0.4643416326405305,0,0,0,1,1,0,0,0,0,1
1,4,31,50417.47,5000.0,8,0.0991719735242565,0,1,0,0,0,0,1,0,0,1
2,6,52,5000.0,2224.93,11,0.444986,0,0,0,1,1,0,0,0,0,1
0,0,55,7060.63,2571.31,2,0.3641757180308272,0,0,0,1,0,0,0,0,1,1
1,6,53,7678.8,3375.54,18,0.4395921237693389,0,0,0,1,0,0,1,0,0,1
1,4,52,39975.75,5000.0,6,0.1250758272202523,0,1,0,0,0,1,0,0,0,0
1,4,30,8722.78,2233.27,9,0.2560273215649139,0,0,0,1,0,0,0,0,1,0
1,0,19,8083.93,3134.22,17,0.3877099381117847,0,0,0,1,0,1,0,0,0,0
2,2,58,121868.52,5000.0,17,0.0410278224434004,0,1,0,0,1,0,0,0,0,1
0,4,55,78946.11,5000.0,4,0.0633343428827588,1,0,0,0,0,1,0,0,0,0
2,5,32,84267.63,5000.0,22,0.0593347647251975,0,1,0,0,1,0,0,0,0,0
1,3,53,17788.2,100.0,12,0.0056217042758682,0,0,1,0,0,0,0,0,1,0
2,3,44,13966.68,3300.43,10,0.2363074116397024,0,0,0,1,0,0,1,0,0,1
0,5,59,54621.24,5000.0,0,0.0915394817107777,1,0,0,0,0,0,0,1,0,0
3,4,34,82178.49,5000.0,20,0.0608431719784581,0,1,0,0,0,0,0,1,0,1
1,3,52,14153.96,3640.32,11,0.2571944530011389,0,0,0,1,1,0,0,0,0,0
1,3,45,12270.33,4739.88,8,0.3862878993474503,0,0,0,1,0,0,0,0,1,0
1,0,55,40080.28,5000.0,12,0.1247496274976123,0,1,0,0,0,0,1,0,0,0
0,3,21,12504.65,5000.0,1,0.3998512553330161,0,0,1,0,0,1,0,0,0,0
1,3,57,98798.19,5000.0,5,0.0506082145836882,1,0,0,0,0,0,0,0,1,0
0,0,59,87353.03,5000.0,2,0.0572389990364386,0,1,0,0,0,1,0,0,0,0
0,0,59,15910.09,5000.0,4,0.3142659783822719,0,0,0,1,0,0,0,1,0,0
2,2,19,22062.54,5000.0,7,0.2266284842996318,1,0,0,0,0,0,1,0,0,0
1,5,52,107697.79,5000.0,17,0.0464262080029683,0,1,0,0,0,0,1,0,0,1
1,0,51,89820.54,5000.0,10,0.0556665546655586,0,1,0,0,1,0,0,0,0,0
0,1,46,91378.93,100.0,0,0.001094344177591,0,1,0,0,1,0,0,0,0,0
0,2,19,46768.28,1774.38,0,0.0379398173291812,0,1,0,0,0,1,0,0,0,0
1,6,19,6170.93,2843.17,3,0.4607360640940668,0,0,1,0,1,0,0,0,0,1
1,1,39,12631.65,5000.0,15,0.3958311067833577,0,0,1,0,1,0,0,0,0,0
0,1,25,58874.08,5000.0,4,0.0849270171185689,1,0,0,0,0,0,0,0,1,0
2,0,48,82440.88,5000.0,4,0.0606495224214006,0,1,0,0,0,0,0,0,1,0
1,0,30,38490.32,5000.0,9,0.1299027911433316,1,0,0,0,1,0,0,0,0,0
1,5,45,76728.64,5000.0,2,0.0651647155481968,1,0,0,0,0,0,0,0,1,0
4,4,43,37173.5,5000.0,21,0.1345044184701467,0,1,0,0,0,0,0,0,1,1
0,5,51,67419.3,5000.0,1,0.0741627397495969,0,1,0,0,0,0,0,0,1,0
1,4,20,21104.7,830.09,15,0.0393319971380782,0,1,0,0,0,0,0,1,0,0
1,0,52,15807.99,5000.0,10,0.3162957466445766,0,0,0,1,0,0,1,0,0,0
0,5,45,27344.26,5000.0,2,0.1828537323738144,0,0,1,0,0,0,0,0,1,0
0,3,50,46940.75,5000.0,2,0.1065172584588017,1,0,0,0,1,0,0,0,0,0
0,0,46,72663.39,5000.0,2,0.0688104422323263,0,1,0,0,0,0,1,0,0,0
2,1,20,36209.45,5000.0,14,0.1380854997797536,1,0,0,0,0,0,1,0,0,1
0,6,25,15928.58,5000.0,2,0.3139011763760486,0,0,1,0,0,0,1,0,0,1
0,6,22,7814.56,3090.0,2,0.3954157367785262,0,0,0,1,0,1,0,0,0,1
1,3,40,55126.25,5000.0,15,0.0907008911362554,1,0,0,0,0,1,0,0,0,1
2,2,59,19638.35,5000.0,14,0.2546038745617631,0,0,1,0,0,0,0,1,0,1
0,6,44,10552.55,2451.38,2,0.2323021449791756,0,0,1,0,0,0,0,1,0,1
2,6,28,70812.04,5000.0,9,0.0706094613288926,0,1,0,0,0,0,1,0,0,0
0,5,42,13468.54,252.82,4,0.0187711511418461,0,0,1,0,1,0,0,0,0,0
3,6,26,8661.97,3624.9,14,0.4184844787040362,0,0,0,1,0,0,0,0,1,1
2,0,20,5660.86,2873.71,11,0.5076454814286169,0,0,0,1,1,0,0,0,0,0
1,1,39,9283.06,2183.46,8,0.2352090797646465,0,0,0,1,0,0,0,0,1,0
1,3,59,5000.0,2078.59,16,0.415718,0,0,0,1,0,0,1,0,0,0
1,0,20,11598.94,3853.59,16,0.3322363940153152,0,0,1,0,1,0,0,0,0,1
1,4,51,74729.51,5000.0,14,0.0669079724997527,0,1,0,0,0,0,0,0,1,0
2,3,26,7960.1,5000.0,13,0.6281328124018543,0,0,0,1,0,0,1,0,0,1
2,0,46,73681.98,4445.34,6,0.0603314406046091,0,1,0,0,0,0,0,0,1,0
1,5,59,87438.15,2394.86,12,0.0273891888151796,1,0,0,0,0,1,0,0,0,0
0,3,30,81160.01,5000.0,0,0.0616066952184949,0,1,0,0,0,0,0,1,0,0
2,1,27,21845.1,5000.0,16,0.2288842806853711,1,0,0,0,0,0,1,0,0,0
1,3,57,117997.25,5000.0,21,0.0423738688825375,1,0,0,0,0,0,0,1,0,1
2,6,32,82337.58,5000.0,9,0.0607256127760859,0,1,0,0,0,0,0,0,1,0
0,5,50,11090.67,5000.0,2,0.4508293908303105,0,0,0,1,1,0,0,0,0,0
0,4,24,64454.87,5000.0,1,0.0775736573512598,0,1,0,0,0,1,0,0,0,0
1,0,21,33293.61,5000.0,15,0.1501789682764951,1,0,0,0,0,0,0,0,1,1
0,5,36,44434.53,5000.0,6,0.1125251015370253,0,1,0,0,1,0,0,0,0,0
0,1,51,25498.83,4911.17,3,0.1926037390735182,0,0,1,0,1,0,0,0,0,0
0,1,21,5000.0,3005.11,1,0.6010220000000001,0,0,0,1,0,0,0,1,0,0
0,1,49,41584.34,5000.0,1,0.1202375702007053,1,0,0,0,0,0,1,0,0,1
1,0,33,86036.34,5000.0,9,0.058114977926769,0,1,0,0,1,0,0,0,0,0
0,6,21,7393.88,2187.54,3,0.2958581962379698,0,0,1,0,0,1,0,0,0,0
0,1,33,11337.14,3402.15,1,0.3000889113127297,0,0,1,0,0,0,1,0,0,0
1,6,42,69568.39,5000.0,12,0.0718717222002694,0,1,0,0,0,0,0,0,1,0
1,0,38,48856.16,3154.8,20,0.0645732288415626,1,0,0,0,0,0,0,1,0,1
1,4,25,50700.87,5000.0,13,0.0986176371332483,1,0,0,0,0,0,1,0,0,0
1,0,50,32719.91,5000.0,8,0.152812156268156,1,0,0,0,0,0,0,1,0,0
1,6,50,70761.7,5000.0,6,0.0706596930260296,0,1,0,0,1,0,0,0,0,0
1,1,19,5483.16,783.2,8,0.1428373419706884,0,0,0,1,1,0,0,0,0,0
3,4,53,25523.58,5000.0,21,0.1958972840016956,0,0,1,0,1,0,0,0,0,0
1,5,20,13478.49,546.35,12,0.0405349560670371,0,0,1,0,1,0,0,0,0,1
1,2,37,15372.67,1571.31,15,0.1022145144597522,0,0,0,1,0,1,0,0,0,0
2,1,50,18546.09,5000.0,9,0.2695986054203338,0,0,0,1,1,0,0,0,0,0
1,5,45,18694.06,5000.0,10,0.2674646385001439,0,0,0,1,0,1,0,0,0,0
1,4,51,8880.16,3847.4,6,0.4332579593160484,0,0,0,1,0,0,0,1,0,1
1,0,31,25554.86,5000.0,11,0.1956574991997608,0,1,0,0,0,0,0,0,1,0
1,6,32,37836.38,5000.0,8,0.1321479486145345,1,0,0,0,0,0,0,0,1,0
0,0,51,65532.21,5000.0,3,0.0762983577083696,1,0,0,0,1,0,0,0,0,0
2,5,26,49773.87,5000.0,16,0.100454314683588,1,0,0,0,0,0,0,0,1,1
0,6,47,17847.26,3111.74,1,0.1743539344414773,0,0,1,0,0,0,1,0,0,0
1,5,47,54446.04,5000.0,4,0.0918340433941568,1,0,0,0,0,0,0,0,1,1
0,6,41,67485.23,5000.0,3,0.0740902861263123,0,1,0,0,1,0,0,0,0,0
0,5,49,10300.56,4324.34,5,0.4198160100033397,0,1,0,0,1,0,0,0,0,0
2,1,33,5000.0,465.23,11,0.093046,0,0,0,1,0,0,1,0,0,1
0,5,20,5179.4,2417.4,5,0.4667335984863112,0,0,1,0,1,0,0,0,0,1
1,6,45,17075.42,5000.0,2,0.29281856610262,0,0,1,0,0,1,0,0,0,0
2,2,48,19845.83,5000.0,9,0.2519420956442739,0,0,1,0,0,0,0,1,0,0
